CU,CHILD CU,STOCK CODE,QTY,,,,,,,,,,,,,,
33T2/FCHS,,000008373,3.00,,,,,,,,,,,,,,
33T2/FCHS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FCHT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FCHT,,000008373,3.00,,,,,,,,,,,,,,
33T2/FCHT,,000009924,3.00,,,,,,,,,,,,,,
33T2/FLIS,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FLIS,,000006011,3.00,,,,,,,,,,,,,,
33T2/FLIS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FLIT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FLIT,,000006011,3.00,,,,,,,,,,,,,,
33T2/FLIT,,000009924,3.00,,,,,,,,,,,,,,
33T2/FMAS,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FMAS,,000006012,3.00,,,,,,,,,,,,,,
33T2/FMAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FMAT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FMAT,,000006012,3.00,,,,,,,,,,,,,,
33T2/FMAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/FMOS,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FMOS,,000006013,3.00,,,,,,,,,,,,,,
33T2/FMOS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FMOT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FMOT,,000006013,3.00,,,,,,,,,,,,,,
33T2/FMOT,,000009924,3.00,,,,,,,,,,,,,,
33T2/FPLS,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FPLS,,000006014,3.00,,,,,,,,,,,,,,
33T2/FPLS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FPLT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FPLT,,000006014,3.00,,,,,,,,,,,,,,
33T2/FPLT,,000009924,3.00,,,,,,,,,,,,,,
33T2/FRAS,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FRAS,,000006019,3.00,,,,,,,,,,,,,,
33T2/FRAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/FRAT,33T2/F,,1.00,,,,,,,,,,,,,,
33T2/FRAT,,000006019,3.00,,,,,,,,,,,,,,
33T2/FRAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/N,33T2,,1.00,,,,,,,,,,,,,,
33T2/N,SET161-2,,3.00,,,,,,,,,,,,,,
33T2/NAPS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NAPS,,000008372,3.00,,,,,,,,,,,,,,
33T2/NAPS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NAPT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NAPT,,000008372,3.00,,,,,,,,,,,,,,
33T2/NAPT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NBAS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NBAS,,000006010,3.00,,,,,,,,,,,,,,
33T2/NBAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NBAT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NBAT,,000006010,3.00,,,,,,,,,,,,,,
33T2/NBAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NCHS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NCHS,,000008373,3.00,,,,,,,,,,,,,,
33T2/NCHS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NCHT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NCHT,,000008373,3.00,,,,,,,,,,,,,,
33T2/NCHT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NLET,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NLET,,000002569,3.00,,,,,,,,,,,,,,
33T2/NLET,,000006018,3.00,,,,,,,,,,,,,,
33T2/NLIS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NLIS,,000006011,3.00,,,,,,,,,,,,,,
33T2/NLIS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NLIT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NLIT,,000006011,3.00,,,,,,,,,,,,,,
33T2/NLIT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NMAS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NMAS,,000006012,3.00,,,,,,,,,,,,,,
33T2/NMAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NMAT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NMAT,,000006012,3.00,,,,,,,,,,,,,,
33T2/NMAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NMOS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NMOS,,000006013,3.00,,,,,,,,,,,,,,
33T2/NMOS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NMOT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NMOT,,000006013,3.00,,,,,,,,,,,,,,
33T2/NMOT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NPLS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NPLS,,000006014,3.00,,,,,,,,,,,,,,
33T2/NPLS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NPLT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NPLT,,000006014,3.00,,,,,,,,,,,,,,
33T2/NPLT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NRAS,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NRAS,,000006019,3.00,,,,,,,,,,,,,,
33T2/NRAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/NRAT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NRAT,,000006019,3.00,,,,,,,,,,,,,,
33T2/NRAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/NSAT,33T2/N,,1.00,,,,,,,,,,,,,,
33T2/NSAT,,000006015,3.00,,,,,,,,,,,,,,
33T2/NSAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/S,33T2,,1.00,,,,,,,,,,,,,,
33T2/S,SET161-6,,3.00,,,,,,,,,,,,,,
33T2/SAPS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SAPS,,000008372,3.00,,,,,,,,,,,,,,
33T2/SAPS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SAPT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SAPT,,000008372,3.00,,,,,,,,,,,,,,
33T2/SAPT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SBAS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SBAS,,000006010,3.00,,,,,,,,,,,,,,
33T2/SBAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SBAT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SBAT,,000006010,3.00,,,,,,,,,,,,,,
33T2/SBAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SCHS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SCHS,,000008373,3.00,,,,,,,,,,,,,,
33T2/SCHS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SCHT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SCHT,,000008373,3.00,,,,,,,,,,,,,,
33T2/SCHT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SLIS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SLIS,,000006011,3.00,,,,,,,,,,,,,,
33T2/SLIS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SLIT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SLIT,,000006011,3.00,,,,,,,,,,,,,,
33T2/SLIT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SMAS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SMAS,,000006012,3.00,,,,,,,,,,,,,,
33T2/SMAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SMAT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SMAT,,000006012,3.00,,,,,,,,,,,,,,
33T2/SMAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SMOS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SMOS,,000006013,3.00,,,,,,,,,,,,,,
33T2/SMOS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SMOT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SMOT,,000006013,3.00,,,,,,,,,,,,,,
33T2/SMOT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SPLS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SPLS,,000006014,3.00,,,,,,,,,,,,,,
33T2/SPLS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SPLT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SPLT,,000006014,3.00,,,,,,,,,,,,,,
33T2/SPLT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SRAS,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SRAS,,000006019,3.00,,,,,,,,,,,,,,
33T2/SRAS,,000009924,3.00,,,,,,,,,,,,,,
33T2/SRAT,33T2/S,,1.00,,,,,,,,,,,,,,
33T2/SRAT,,000006019,3.00,,,,,,,,,,,,,,
33T2/SRAT,,000009924,3.00,,,,,,,,,,,,,,
33T2/SSAS,33T2,,1.00,,,,,,,,,,,,,,
33T2/SSAS,SET161-6,,3.00,,,,,,,,,,,,,,
33T2/SSAS,,000006015,3.00,,,,,,,,,,,,,,
33T2/SSAS,,000011314,3.00,,,,,,,,,,,,,,
33T2L/NMOT,,000006013,3.00,,,,,,,,,,,,,,
33T2L/NMOT,,000009924,3.00,,,,,,,,,,,,,,
33TA,SET151-2,,1.00,,,,,,,,,,,,,,
33TA,SET152-1,,1.00,,,,,,,,,,,,,,
33TA,SET153-1,,2.00,,,,,,,,,,,,,,
33TA,SET156-4,,1.00,,,,,,,,,,,,,,
33TA,SET160-1,,1.00,,,,,,,,,,,,,,
33TA,SET160-2,,1.00,,,,,,,,,,,,,,
33TA,,000005869,1.00,,,,,,,,,,,,,,
33TA/F,33TA,,1.00,,,,,,,,,,,,,,
33TA/F,SET161-4,,3.00,,,,,,,,,,,,,,
33TA/N,33TA,,1.00,,,,,,,,,,,,,,
33TA/N,SET161-2,,3.00,,,,,,,,,,,,,,
33TA/S,33TA,,1.00,,,,,,,,,,,,,,
33TA/S,SET161-6,,3.00,,,,,,,,,,,,,,
33TD,SET165-2A,,1.00,,,,,,,,,,,,,,
33TD,,000000251,2.00,,,,,,,,,,,,,,
33TD/N,33TD,,1.00,,,,,,,,,,,,,,
33TD/N,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/N,,000020083,1.00,,,,,,,,,,,,,,
33TD/NCHT,33TD,,1.00,,,,,,,,,,,,,,
33TD/NCHT,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NCHT,,000020083,1.00,,,,,,,,,,,,,,
33TD/NCHT,,000005971,3.00,,,,,,,,,,,,,,
33TD/NMOS,33TD,,1.00,,,,,,,,,,,,,,
33TD/NMOS,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NMOS,,000020083,1.00,,,,,,,,,,,,,,
33TD/NMOT,33TD,,1.00,,,,,,,,,,,,,,
33TD/NMOT,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NMOT,,000020083,1.00,,,,,,,,,,,,,,
33TD/NMOT,,000005971,3.00,,,,,,,,,,,,,,
33TD/NNES,33TD,,1.00,,,,,,,,,,,,,,
33TD/NNES,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NNES,,000020083,1.00,,,,,,,,,,,,,,
33TD/NNET,33TD,,1.00,,,,,,,,,,,,,,
33TD/NNET,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NNET,,000020083,1.00,,,,,,,,,,,,,,
33TD/NNET,,000005972,3.00,,,,,,,,,,,,,,
33TD/NPLS,33TD,,1.00,,,,,,,,,,,,,,
33TD/NPLS,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NPLS,,000020083,1.00,,,,,,,,,,,,,,
33TD/NPLT,33TD,,1.00,,,,,,,,,,,,,,
33TD/NPLT,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NPLT,,000020083,1.00,,,,,,,,,,,,,,
33TD/NPLT,,000005972,3.00,,,,,,,,,,,,,,
33TD/NSAS,33TD,,1.00,,,,,,,,,,,,,,
33TD/NSAS,SET169-1,,2.00,,,,,,,,,,,,,,
33TD/NSAS,,000020083,1.00,,,,,,,,,,,,,,
33TDS/S,SET161-6,,6.00,,,,,,,,,,,,,,
33TDT/S,SET161-6,,3.00,,,,,,,,,,,,,,
33TP,SET151-2,,1.00,,,,,,,,,,,,,,
33TP,SET152-1,,1.00,,,,,,,,,,,,,,
33TP,,000000257,1.00,,,,,,,,,,,,,,
33TP,,000014681,1.00,,,,,,,,,,,,,,
33TP,,000000253,2.00,,,,,,,,,,,,,,
33TP/N,33TP,,1.00,,,,,,,,,,,,,,
33TP/N,SET154-6,,2.00,,,,,,,,,,,,,,
33TP/N,SET164-3,,1.00,,,,,,,,,,,,,,
33TP/NAPS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NAPT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NAPT,,000005969,3.00,,,,,,,,,,,,,,
33TP/NBAS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NBAT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NBAT,,000005970,3.00,,,,,,,,,,,,,,
33TP/NCHS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NCHT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NCHT,,000005971,3.00,,,,,,,,,,,,,,
33TP/NLIS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NLIT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NLIT,,000005969,3.00,,,,,,,,,,,,,,
33TP/NMAS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NMAT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NMAT,,000005970,3.00,,,,,,,,,,,,,,
33TP/NMOS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NMOT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NMOT,,000005971,3.00,,,,,,,,,,,,,,
33TP/NPLS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NPLT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NPLT,,000005972,3.00,,,,,,,,,,,,,,
33TP/NRAS,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NRAT,33TP/N,,1.00,,,,,,,,,,,,,,
33TP/NRAT,,000005974,3.00,,,,,,,,,,,,,,
33TPC,SET151-2,,1.00,,,,,,,,,,,,,,
33TPC,SET152-1,,1.00,,,,,,,,,,,,,,
33TPC,,000000257,1.00,,,,,,,,,,,,,,
33TPC,,000024091,1.00,,,,,,,,,,,,,,
33TPC,,000000253,2.00,,,,,,,,,,,,,,
33TPC/N,33TPC,,1.00,,,,,,,,,,,,,,
33TPC/N,SET154-61,,2.00,,,,,,,,,,,,,,
33TPC/N,SET164-3,,1.00,,,,,,,,,,,,,,
33TPC/NAPS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NAPT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NAPT,,000005969,3.00,,,,,,,,,,,,,,
33TPC/NBAS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NBAT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NBAT,,000005970,3.00,,,,,,,,,,,,,,
33TPC/NCHS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NCHT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NCHT,,000005971,3.00,,,,,,,,,,,,,,
33TPC/NLIS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NLIT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NLIT,,000005969,3.00,,,,,,,,,,,,,,
33TPC/NMAS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NMAT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NMAT,,000005970,3.00,,,,,,,,,,,,,,
33TPC/NMOS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NMOT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NMOT,,000005971,3.00,,,,,,,,,,,,,,
33TPC/NPLS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NPLT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NPLT,,000005972,3.00,,,,,,,,,,,,,,
33TPC/NRAS,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NRAT,33TPC/N,,1.00,,,,,,,,,,,,,,
33TPC/NRAT,,000005974,3.00,,,,,,,,,,,,,,
33TS,SET157-4,,1.00,,,,,,,,,,,,,,
33TS,SET166-3,,4.00,,,,,,,,,,,,,,
33TS,SET168-4,,1.00,,,,,,,,,,,,,,
33TS,SET169-3,,1.00,,,,,,,,,,,,,,
33TS,,000000541,1.00,,,,,,,,,,,,,,
33TS,,000000251,2.00,,,,,,,,,,,,,,
33TS/F,33TS,,1.00,,,,,,,,,,,,,,
33TS/F,SET161-4,,6.00,,,,,,,,,,,,,,
33TS/FAPS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FAPS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FAPS,,000008372,6.00,,,,,,,,,,,,,,
33TS/FAPS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FAPT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FAPT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FAPT,,000008372,6.00,,,,,,,,,,,,,,
33TS/FAPT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FBAS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FBAS,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/FBAS,,000006010,6.00,,,,,,,,,,,,,,
33TS/FBAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FBAT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FBAT,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/FBAT,,000006010,6.00,,,,,,,,,,,,,,
33TS/FBAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FCHS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FCHS,,000005893,3.00,,,,,,,,,,,,,,
33TS/FCHS,,000008373,6.00,,,,,,,,,,,,,,
33TS/FCHS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FCHT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FCHT,,000005893,3.00,,,,,,,,,,,,,,
33TS/FCHT,,000008373,6.00,,,,,,,,,,,,,,
33TS/FCHT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FLIS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FLIS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FLIS,,000006011,6.00,,,,,,,,,,,,,,
33TS/FLIS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FLIT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FLIT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FLIT,,000006011,6.00,,,,,,,,,,,,,,
33TS/FLIT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FMAS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FMAS,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/FMAS,,000006012,6.00,,,,,,,,,,,,,,
33TS/FMAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FMAT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FMAT,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/FMAT,,000006012,6.00,,,,,,,,,,,,,,
33TS/FMAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FMOS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FMOS,,000005893,3.00,,,,,,,,,,,,,,
33TS/FMOS,,000006013,6.00,,,,,,,,,,,,,,
33TS/FMOS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FMOT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FMOT,,000005893,3.00,,,,,,,,,,,,,,
33TS/FMOT,,000006013,6.00,,,,,,,,,,,,,,
33TS/FMOT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FPLS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FPLS,,000005909,3.00,,,,,,,,,,,,,,
33TS/FPLS,,000006014,6.00,,,,,,,,,,,,,,
33TS/FPLS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FPLT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FPLT,,000005909,3.00,,,,,,,,,,,,,,
33TS/FPLT,,000006014,6.00,,,,,,,,,,,,,,
33TS/FPLT,,000009924,6.00,,,,,,,,,,,,,,
33TS/FRAS,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FRAS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FRAS,,000006019,6.00,,,,,,,,,,,,,,
33TS/FRAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/FRAT,33TS/F,,1.00,,,,,,,,,,,,,,
33TS/FRAT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/FRAT,,000006019,6.00,,,,,,,,,,,,,,
33TS/FRAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/N,33TS,,1.00,,,,,,,,,,,,,,
33TS/N,SET161-2,,6.00,,,,,,,,,,,,,,
33TS/NAPS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NAPS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NAPS,,000008372,6.00,,,,,,,,,,,,,,
33TS/NAPS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NAPT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NAPT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NAPT,,000008372,6.00,,,,,,,,,,,,,,
33TS/NAPT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NBAS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NBAS,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/NBAS,,000006010,6.00,,,,,,,,,,,,,,
33TS/NBAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NBAT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NBAT,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/NBAT,,000006010,6.00,,,,,,,,,,,,,,
33TS/NBAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NCHS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NCHS,,000005893,3.00,,,,,,,,,,,,,,
33TS/NCHS,,000008373,6.00,,,,,,,,,,,,,,
33TS/NCHS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NCHT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NCHT,,000005893,3.00,,,,,,,,,,,,,,
33TS/NCHT,,000008373,6.00,,,,,,,,,,,,,,
33TS/NCHT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NLIS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NLIS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NLIS,,000006011,6.00,,,,,,,,,,,,,,
33TS/NLIS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NLIT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NLIT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NLIT,,000006011,6.00,,,,,,,,,,,,,,
33TS/NLIT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NMAS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NMAS,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/NMAS,,000006012,6.00,,,,,,,,,,,,,,
33TS/NMAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NMAT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NMAT,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/NMAT,,000006012,6.00,,,,,,,,,,,,,,
33TS/NMAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NMOS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NMOS,,000005893,3.00,,,,,,,,,,,,,,
33TS/NMOS,,000006013,6.00,,,,,,,,,,,,,,
33TS/NMOS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NMOT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NMOT,,000005893,3.00,,,,,,,,,,,,,,
33TS/NMOT,,000006013,6.00,,,,,,,,,,,,,,
33TS/NMOT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NPLS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NPLS,,000005909,3.00,,,,,,,,,,,,,,
33TS/NPLS,,000006014,6.00,,,,,,,,,,,,,,
33TS/NPLS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NPLT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NPLT,,000005909,3.00,,,,,,,,,,,,,,
33TS/NPLT,,000006014,6.00,,,,,,,,,,,,,,
33TS/NPLT,,000009924,6.00,,,,,,,,,,,,,,
33TS/NRAS,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NRAS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NRAS,,000006019,6.00,,,,,,,,,,,,,,
33TS/NRAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/NRAT,33TS/N,,1.00,,,,,,,,,,,,,,
33TS/NRAT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/NRAT,,000006019,6.00,,,,,,,,,,,,,,
33TS/NRAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/S,33TS,,1.00,,,,,,,,,,,,,,
33TS/S,SET161-6,,6.00,,,,,,,,,,,,,,
33TS/SAPS,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SAPS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/SAPS,,000008372,6.00,,,,,,,,,,,,,,
33TS/SAPS,,000009924,6.00,,,,,,,,,,,,,,
33TS/SAPT,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SAPT,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/SAPT,,000008372,6.00,,,,,,,,,,,,,,
33TS/SAPT,,000009924,6.00,,,,,,,,,,,,,,
33TS/SBAS,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SBAS,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/SBAS,,000006010,6.00,,,,,,,,,,,,,,
33TS/SBAS,,000009924,6.00,,,,,,,,,,,,,,
33TS/SBAT,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SBAT,CONNECT2,,3.00,,,,,,,,,,,,,,
33TS/SBAT,,000006010,6.00,,,,,,,,,,,,,,
33TS/SBAT,,000009924,6.00,,,,,,,,,,,,,,
33TS/SCHS,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SCHS,,000005893,3.00,,,,,,,,,,,,,,
33TS/SCHS,,000008373,6.00,,,,,,,,,,,,,,
33TS/SCHS,,000009924,6.00,,,,,,,,,,,,,,
33TS/SCHT,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SCHT,,000005893,3.00,,,,,,,,,,,,,,
33TS/SCHT,,000008373,6.00,,,,,,,,,,,,,,
33TS/SCHT,,000009924,6.00,,,,,,,,,,,,,,
33TS/SLIS,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SLIS,CONNECT1,,3.00,,,,,,,,,,,,,,
33TS/SLIS,,000006011,6.00,,,,,,,,,,,,,,
33TS/SLIS,,000009924,6.00,,,,,,,,,,,,,,
33TS/SLIT,33TS/S,,1.00,,,,,,,,,,,,,,
33TS/SLIT,CONNECT1,,3.00,,,,,,,,,,,,,,
