CU,CHILD CU,STOCK CODE,QTY,,,,,,,,,,,,,,
SC0005300,,000005300,1.00,,,,,,,,,,,,,,
SC0005302,,000005302,1.00,,,,,,,,,,,,,,
SC0005306,,000005306,1.00,,,,,,,,,,,,,,
SC0005335,,000005335,1.00,,,,,,,,,,,,,,
SC0005336,,000005336,1.00,,,,,,,,,,,,,,
SC0005346,,000005346,1.00,,,,,,,,,,,,,,
SC0005350,,000005350,1.00,,,,,,,,,,,,,,
SC0005352,,000005352,1.00,,,,,,,,,,,,,,
SC0005376,,000005376,1.00,,,,,,,,,,,,,,
SC0005385,,000005385,1.00,,,,,,,,,,,,,,
SC0005399,,000005399,1.00,,,,,,,,,,,,,,
SC0005401,,000005401,1.00,,,,,,,,,,,,,,
SC0005404,,000005404,1.00,,,,,,,,,,,,,,
SC0005487,,000005487,1.00,,,,,,,,,,,,,,
SC0005502,,000005502,1.00,,,,,,,,,,,,,,
SC0005503,,000005503,1.00,,,,,,,,,,,,,,
SC0005504,,000005504,1.00,,,,,,,,,,,,,,
SC0005505,,000005505,1.00,,,,,,,,,,,,,,
SC0005514,,000005514,1.00,,,,,,,,,,,,,,
SC0005631,,000005631,1.00,,,,,,,,,,,,,,
SC0005637,,000005637,1.00,,,,,,,,,,,,,,
SC0005639,,000005639,1.00,,,,,,,,,,,,,,
SC0005733,,000005733,1.00,,,,,,,,,,,,,,
SC0005734,,000005734,1.00,,,,,,,,,,,,,,
SC0005750,,000005750,1.00,,,,,,,,,,,,,,
SC0005870,,000005870,1.00,,,,,,,,,,,,,,
SC0005880,,000005880,1.00,,,,,,,,,,,,,,
SC0005881,,000005881,1.00,,,,,,,,,,,,,,
SC0005898,,000005898,1.00,,,,,,,,,,,,,,
SC0005909,,000005909,1.00,,,,,,,,,,,,,,
SC0005910,,000005910,1.00,,,,,,,,,,,,,,
SC0005913,,000005913,1.00,,,,,,,,,,,,,,
SC0005914,,000005914,1.00,,,,,,,,,,,,,,
SC0005915,,000005915,1.00,,,,,,,,,,,,,,
SC0005926,,000005926,1.00,,,,,,,,,,,,,,
SC0005950,,000005950,1.00,,,,,,,,,,,,,,
SC0005951,,000005951,1.00,,,,,,,,,,,,,,
SC0005953,,000005953,1.00,,,,,,,,,,,,,,
SC0005957,,000005957,1.00,,,,,,,,,,,,,,
SC0005958,,000005958,1.00,,,,,,,,,,,,,,
SC0005959,,000005959,1.00,,,,,,,,,,,,,,
SC0005960,,000005960,1.00,,,,,,,,,,,,,,
SC0005961,,000005961,1.00,,,,,,,,,,,,,,
SC0005962,,000005962,1.00,,,,,,,,,,,,,,
SC0005963,,000005963,1.00,,,,,,,,,,,,,,
SC0005964,,000005964,1.00,,,,,,,,,,,,,,
SC0005969,,000005969,1.00,,,,,,,,,,,,,,
SC0005970,,000005970,1.00,,,,,,,,,,,,,,
SC0005971,,000005971,1.00,,,,,,,,,,,,,,
SC0005972,,000005972,1.00,,,,,,,,,,,,,,
SC0005973,,000005973,1.00,,,,,,,,,,,,,,
SC0005974,,000005974,1.00,,,,,,,,,,,,,,
SC0005975,,000005975,1.00,,,,,,,,,,,,,,
SC0005984,,000005984,1.00,,,,,,,,,,,,,,
SC0005985,,000005985,1.00,,,,,,,,,,,,,,
SC0005987,,000005987,1.00,,,,,,,,,,,,,,
SC0005990,,000005990,1.00,,,,,,,,,,,,,,
SC0005991,,000005991,1.00,,,,,,,,,,,,,,
SC0006010,,000006010,1.00,,,,,,,,,,,,,,
SC0006011,,000006011,1.00,,,,,,,,,,,,,,
SC0006012,,000006012,1.00,,,,,,,,,,,,,,
SC0006013,,000006013,1.00,,,,,,,,,,,,,,
SC0006014,,000006014,1.00,,,,,,,,,,,,,,
SC0006015,,000006015,1.00,,,,,,,,,,,,,,
SC0006016,,000006016,1.00,,,,,,,,,,,,,,
SC0006018,,000006018,1.00,,,,,,,,,,,,,,
SC0006019,,000006019,1.00,,,,,,,,,,,,,,
SC0006095,,000006095,1.00,,,,,,,,,,,,,,
SC0006122,,000006122,1.00,,,,,,,,,,,,,,
SC0006132,,000006132,1.00,,,,,,,,,,,,,,
SC0006144,,000006144,1.00,,,,,,,,,,,,,,
SC0006197,,000006197,1.00,,,,,,,,,,,,,,
SC0006199,,000006199,1.00,,,,,,,,,,,,,,
SC0006200,,000006200,1.00,,,,,,,,,,,,,,
SC0006201,,000006201,1.00,,,,,,,,,,,,,,
SC0006202,,000006202,1.00,,,,,,,,,,,,,,
SC0006248,,000006248,1.00,,,,,,,,,,,,,,
SC0006249,,000006249,1.00,,,,,,,,,,,,,,
SC0006252,,000006252,1.00,,,,,,,,,,,,,,
SC0006256,,000006256,1.00,,,,,,,,,,,,,,
SC0006257,,000006257,1.00,,,,,,,,,,,,,,
SC0006259,,000006259,1.00,,,,,,,,,,,,,,
SC0006263,,000006263,1.00,,,,,,,,,,,,,,
SC0006265,,000006265,1.00,,,,,,,,,,,,,,
SC0006320,,000006320,1.00,,,,,,,,,,,,,,
SC0006322,,000006322,1.00,,,,,,,,,,,,,,
SC0006327,,000006327,1.00,,,,,,,,,,,,,,
SC0006339,,000006339,1.00,,,,,,,,,,,,,,
SC0006358,,000006358,1.00,,,,,,,,,,,,,,
SC0006398,,000006398,0.00,,,,,,,,,,,,,,
SC0006400,,000006400,1.00,,,,,,,,,,,,,,
SC0006401,,000006401,1.00,,,,,,,,,,,,,,
SC0006402,,000006402,1.00,,,,,,,,,,,,,,
SC0006405,,000006405,1.00,,,,,,,,,,,,,,
SC0006425,,000006425,1.00,,,,,,,,,,,,,,
SC0006434,,000006434,1.00,,,,,,,,,,,,,,
SC0006435,,000006435,1.00,,,,,,,,,,,,,,
SC0006436,,000006436,1.00,,,,,,,,,,,,,,
SC0006437,,000006437,1.00,,,,,,,,,,,,,,
SC0006438,,000006438,1.00,,,,,,,,,,,,,,
SC0006439,,000006439,1.00,,,,,,,,,,,,,,
SC0006441,,000006441,1.00,,,,,,,,,,,,,,
SC0006442,,000006442,1.00,,,,,,,,,,,,,,
SC0006443,,000006443,1.00,,,,,,,,,,,,,,
SC0006444,,000006444,1.00,,,,,,,,,,,,,,
SC0006463,,000006463,1.00,,,,,,,,,,,,,,
SC0006479,,000006479,1.00,,,,,,,,,,,,,,
SC0006480,,000006480,1.00,,,,,,,,,,,,,,
SC0006484,,000006484,1.00,,,,,,,,,,,,,,
SC0006486,,000006486,1.00,,,,,,,,,,,,,,
SC0006613,,000006613,1.00,,,,,,,,,,,,,,
SC0006615,,000006615,1.00,,,,,,,,,,,,,,
SC0006633,,000006633,1.00,,,,,,,,,,,,,,
SC0006634,,000006634,1.00,,,,,,,,,,,,,,
SC0006635,,000006635,1.00,,,,,,,,,,,,,,
SC0006682,,000006682,1.00,,,,,,,,,,,,,,
SC0006855,,000006855,1.00,,,,,,,,,,,,,,
SC0006889,,000006889,1.00,,,,,,,,,,,,,,
SC0007059,,000491669,0.04,,,,,,,,,,,,,,
SC0007112,,000007112,1.00,,,,,,,,,,,,,,
SC0007121,,001542714,0.00,,,,,,,,,,,,,,
SC0007127,,000007127,1.00,,,,,,,,,,,,,,
SC0007156,,000007156,1.00,,,,,,,,,,,,,,
SC0007159,,000007159,1.00,,,,,,,,,,,,,,
SC0007163,,000007163,1.00,,,,,,,,,,,,,,
SC0007172,,000007172,1.00,,,,,,,,,,,,,,
SC0007173,,000007173,1.00,,,,,,,,,,,,,,
SC0007181,,000007181,1.00,,,,,,,,,,,,,,
SC0007232,,001313013,1.00,,,,,,,,,,,,,,
SC0007235,,002401190,1.00,,,,,,,,,,,,,,
SC0008277,,000008277,1.00,,,,,,,,,,,,,,
SC0008345,,001542919,1.00,,,,,,,,,,,,,,
SC0008368,,000008368,1.00,,,,,,,,,,,,,,
SC0008372,,000008372,1.00,,,,,,,,,,,,,,
SC0008373,,000008373,1.00,,,,,,,,,,,,,,
SC0008374,,000008374,1.00,,,,,,,,,,,,,,
SC0008532,,000008532,1.00,,,,,,,,,,,,,,
SC0008669,,000008669,1.00,,,,,,,,,,,,,,
SC0008677,,000008677,1.00,,,,,,,,,,,,,,
SC0008989,,000008989,1.00,,,,,,,,,,,,,,
SC0009384,,000009384,1.00,,,,,,,,,,,,,,
SC0009869,,000009869,1.00,,,,,,,,,,,,,,
SC0009879,,000009879,1.00,,,,,,,,,,,,,,
SC0009885,,000009885,1.00,,,,,,,,,,,,,,
SC0009920,,000009920,1.00,,,,,,,,,,,,,,
SC0009924,,000009924,1.00,,,,,,,,,,,,,,
SC0009943,,000009943,1.00,,,,,,,,,,,,,,
SC0009944,,000009944,0.00,,,,,,,,,,,,,,
SC0009945,,000009945,1.00,,,,,,,,,,,,,,
SC0009946,,000009946,1.00,,,,,,,,,,,,,,
SC0010412,,000010412,1.00,,,,,,,,,,,,,,
SC0010490,,000010490,1.00,,,,,,,,,,,,,,
SC0010551,,000010551,1.00,,,,,,,,,,,,,,
SC0010560,,000010560,1.00,,,,,,,,,,,,,,
SC0010597,,000010597,1.00,,,,,,,,,,,,,,
SC0010603,,000010603,1.00,,,,,,,,,,,,,,
SC0010604,,000010604,1.00,,,,,,,,,,,,,,
SC0010609,,000010609,1.00,,,,,,,,,,,,,,
SC0010680,,000010680,1.00,,,,,,,,,,,,,,
SC0010800,,000010800,1.00,,,,,,,,,,,,,,
SC0010801,,000010801,1.00,,,,,,,,,,,,,,
SC0010885,,000010885,1.00,,,,,,,,,,,,,,
SC0010894,,000010894,1.00,,,,,,,,,,,,,,
SC0010900,,000010900,1.00,,,,,,,,,,,,,,
SC0010991,,002403845,1.00,,,,,,,,,,,,,,
SC0011006,,000011006,1.00,,,,,,,,,,,,,,
SC0011067,,000011067,1.00,,,,,,,,,,,,,,
SC0011080,,000011080,1.00,,,,,,,,,,,,,,
SC0011082,,000011082,1.00,,,,,,,,,,,,,,
SC0011239,,000011239,1.00,,,,,,,,,,,,,,
SC0011314,,000011314,1.00,,,,,,,,,,,,,,
SC0011386,,000011386,1.00,,,,,,,,,,,,,,
SC0011430,,000104435,1.00,,,,,,,,,,,,,,
SC0011431,,000011431,1.00,,,,,,,,,,,,,,
SC0011685,,000011685,1.00,,,,,,,,,,,,,,
SC0011909,,000011909,1.00,,,,,,,,,,,,,,
SC0011925,,000011925,1.00,,,,,,,,,,,,,,
SC0011975,,000011975,1.00,,,,,,,,,,,,,,
SC0012061,,000012061,1.00,,,,,,,,,,,,,,
SC0012203,,000012203,1.00,,,,,,,,,,,,,,
SC0012431,,000012431,1.00,,,,,,,,,,,,,,
SC0012454,,000012454,1.00,,,,,,,,,,,,,,
SC0012917,,000012917,1.00,,,,,,,,,,,,,,
SC0013165,,000013165,1.00,,,,,,,,,,,,,,
SC0013259,,000013259,1.00,,,,,,,,,,,,,,
SC0013405,,000013405,1.00,,,,,,,,,,,,,,
SC0013730,,000013730,1.00,,,,,,,,,,,,,,
SC0013731,,000013731,1.00,,,,,,,,,,,,,,
SC0013732,,000013732,1.00,,,,,,,,,,,,,,
SC0013733,,000013733,1.00,,,,,,,,,,,,,,
SC0013734,,000013734,0.00,,,,,,,,,,,,,,
SC0013777,,000013777,1.00,,,,,,,,,,,,,,
SC0013795,,000013795,1.00,,,,,,,,,,,,,,
SC0013897,,000013897,1.00,,,,,,,,,,,,,,
SC0013898,,000013898,1.00,,,,,,,,,,,,,,
SC0013899,,000013899,1.00,,,,,,,,,,,,,,
SC0013949,,000013949,1.00,,,,,,,,,,,,,,
SC0014023,,000014023,1.00,,,,,,,,,,,,,,
SC0014090,,000014090,1.00,,,,,,,,,,,,,,
SC0014110,,000014110,1.00,,,,,,,,,,,,,,
SC0014129,,000014129,1.00,,,,,,,,,,,,,,
SC0014228,,000014228,1.00,,,,,,,,,,,,,,
SC0014231,,000014231,1.00,,,,,,,,,,,,,,
SC0014253,,000014253,1.00,,,,,,,,,,,,,,
SC0014273,,000014273,1.00,,,,,,,,,,,,,,
SC0014274,,000014274,1.00,,,,,,,,,,,,,,
SC0014296,,000014296,1.00,,,,,,,,,,,,,,
SC0014463,,000014463,1.00,,,,,,,,,,,,,,
SC0014677,,000014677,1.00,,,,,,,,,,,,,,
SC0014693,,000014693,1.00,,,,,,,,,,,,,,
SC0014798,,000014798,1.00,,,,,,,,,,,,,,
SC0014835,,000014835,1.00,,,,,,,,,,,,,,
SC0014965,,000014965,1.00,,,,,,,,,,,,,,
SC0015027,,000015027,1.00,,,,,,,,,,,,,,
SC0015028,,000015028,1.00,,,,,,,,,,,,,,
SC0015030,,000015030,1.00,,,,,,,,,,,,,,
SC0015031,,000015031,1.00,,,,,,,,,,,,,,
SC0015033,,000015033,1.00,,,,,,,,,,,,,,
SC0015035,,000015035,1.00,,,,,,,,,,,,,,
SC0015036,,000015036,1.00,,,,,,,,,,,,,,
SC0015037,,000015037,1.00,,,,,,,,,,,,,,
SC0015039,,000015039,1.00,,,,,,,,,,,,,,
SC0015040,,000015040,1.00,,,,,,,,,,,,,,
SC0015075,,000015075,1.00,,,,,,,,,,,,,,
SC0015125,,000015125,1.00,,,,,,,,,,,,,,
SC0015279,,000015279,1.00,,,,,,,,,,,,,,
SC0015393,,000015393,1.00,,,,,,,,,,,,,,
SC0015474,,000015474,1.00,,,,,,,,,,,,,,
SC0015487,,000015487,1.00,,,,,,,,,,,,,,
SC0015505,,000015505,1.00,,,,,,,,,,,,,,
SC0015567,,000015567,1.00,,,,,,,,,,,,,,
SC0015568,,000015568,1.00,,,,,,,,,,,,,,
SC0015569,,000015569,1.00,,,,,,,,,,,,,,
SC0015612,,000015612,1.00,,,,,,,,,,,,,,
SC0015637,,000015637,1.00,,,,,,,,,,,,,,
SC0015638,,000015638,1.00,,,,,,,,,,,,,,
SC0015641,,000015641,1.00,,,,,,,,,,,,,,
SC0015658,,000015658,1.00,,,,,,,,,,,,,,
SC0015740,,000015740,1.00,,,,,,,,,,,,,,
SC0015742,,000015742,1.00,,,,,,,,,,,,,,
SC0015790,,000015790,1.00,,,,,,,,,,,,,,
SC0015815,,000015815,1.00,,,,,,,,,,,,,,
SC0015816,,000015816,1.00,,,,,,,,,,,,,,
SC0015831,,000015831,1.00,,,,,,,,,,,,,,
SC0015885,,000015885,1.00,,,,,,,,,,,,,,
SC0015914,,000015914,1.00,,,,,,,,,,,,,,
SC0015918,,000015918,1.00,,,,,,,,,,,,,,
SC0015980,,000015980,1.00,,,,,,,,,,,,,,
SC0016117,,000016117,1.00,,,,,,,,,,,,,,
SC0016170,,000016170,1.00,,,,,,,,,,,,,,
SC0016171,,000016171,1.00,,,,,,,,,,,,,,
SC0016172,,000016172,1.00,,,,,,,,,,,,,,
SC0016383,,000016383,1.00,,,,,,,,,,,,,,
SC0016385,,000016385,1.00,,,,,,,,,,,,,,
SC0016386,,000016386,1.00,,,,,,,,,,,,,,
SC0016412,,000016412,1.00,,,,,,,,,,,,,,
SC0016418,,000016418,1.00,,,,,,,,,,,,,,
SC0016431,,000016431,1.00,,,,,,,,,,,,,,
SC0016433,,000016433,1.00,,,,,,,,,,,,,,
SC0016528,,000016528,1.00,,,,,,,,,,,,,,
SC0016529,,000016529,0.00,,,,,,,,,,,,,,
SC0016566,,000016566,1.00,,,,,,,,,,,,,,
SC0016567,,000016567,1.00,,,,,,,,,,,,,,
SC0016568,,000016568,1.00,,,,,,,,,,,,,,
SC0016569,,000016569,1.00,,,,,,,,,,,,,,
SC0016570,,000016570,1.00,,,,,,,,,,,,,,
SC0016571,,000016571,0.00,,,,,,,,,,,,,,
SC0016572,,000016572,1.00,,,,,,,,,,,,,,
SC0016574,,000016574,1.00,,,,,,,,,,,,,,
SC0016575,,000016575,1.00,,,,,,,,,,,,,,
SC0016576,,000016576,1.00,,,,,,,,,,,,,,
SC0016605,,000016605,0.00,,,,,,,,,,,,,,
SC0016745,,000016745,1.00,,,,,,,,,,,,,,
SC0016793,,000016793,1.00,,,,,,,,,,,,,,
SC0016808,,000016808,1.00,,,,,,,,,,,,,,
SC0016809,,000016809,1.00,,,,,,,,,,,,,,
SC0016810,,000016810,1.00,,,,,,,,,,,,,,
SC0016811,,000016811,1.00,,,,,,,,,,,,,,
SC0016812,,000016812,1.00,,,,,,,,,,,,,,
SC0016813,,000016813,1.00,,,,,,,,,,,,,,
SC0016830,,000016830,1.00,,,,,,,,,,,,,,
SC0016833,,000016833,1.00,,,,,,,,,,,,,,
SC0017000,,000017000,1.00,,,,,,,,,,,,,,
SC0017005,,000017005,1.00,,,,,,,,,,,,,,
SC0017196,,000017196,1.00,,,,,,,,,,,,,,
SC0017247,,000017247,1.00,,,,,,,,,,,,,,
SC0017257,,000017257,1.00,,,,,,,,,,,,,,
SC0017270,,000017270,1.00,,,,,,,,,,,,,,
SC0017273,,000017273,1.00,,,,,,,,,,,,,,
SC0017319,,000017319,1.00,,,,,,,,,,,,,,
SC0017321,,000022946,1.00,,,,,,,,,,,,,,
SC0017322,,000017322,1.00,,,,,,,,,,,,,,
SC0017349,,000017349,1.00,,,,,,,,,,,,,,
SC0017382,,000017382,1.00,,,,,,,,,,,,,,
SC0017404,,000017404,1.00,,,,,,,,,,,,,,
SC0017421,,000017421,1.00,,,,,,,,,,,,,,
SC0017474,,000017474,1.00,,,,,,,,,,,,,,
SC0017556,,000017556,1.00,,,,,,,,,,,,,,
SC0017557,,000017557,1.00,,,,,,,,,,,,,,
SC0017576,,000017576,1.00,,,,,,,,,,,,,,
SC0017587,,000017587,1.00,,,,,,,,,,,,,,
SC0017592,,000017592,1.00,,,,,,,,,,,,,,
SC0017593,,000017593,1.00,,,,,,,,,,,,,,
SC0017598,,000017598,1.00,,,,,,,,,,,,,,
SC0017600,,000017600,1.00,,,,,,,,,,,,,,
SC0017602,,000017602,1.00,,,,,,,,,,,,,,
SC0017784,,000017784,1.00,,,,,,,,,,,,,,
SC0017794,,000017794,1.00,,,,,,,,,,,,,,
SC0017799,,000017799,1.00,,,,,,,,,,,,,,
SC0017803,,000017803,1.00,,,,,,,,,,,,,,
SC0017829,,000017829,1.00,,,,,,,,,,,,,,
SC0017888,,000017888,1.00,,,,,,,,,,,,,,
SC0017889,,000017889,1.00,,,,,,,,,,,,,,
SC0018024,,000018024,1.00,,,,,,,,,,,,,,
SC0018026,,000018026,1.00,,,,,,,,,,,,,,
SC0018100,,000018100,1.00,,,,,,,,,,,,,,
SC0018156,,000018156,1.00,,,,,,,,,,,,,,
SC0018157,,000018157,1.00,,,,,,,,,,,,,,
SC0018160,,000018160,1.00,,,,,,,,,,,,,,
SC0018236,,000018236,1.00,,,,,,,,,,,,,,
SC0018282,,000018282,1.00,,,,,,,,,,,,,,
SC0018460,,000018460,1.00,,,,,,,,,,,,,,
SC0018465,,000018465,1.00,,,,,,,,,,,,,,
SC0018469,,000018469,1.00,,,,,,,,,,,,,,
SC0018470,,000018470,1.00,,,,,,,,,,,,,,
SC0018539,,000018539,1.00,,,,,,,,,,,,,,
SC0018541,,000018541,1.00,,,,,,,,,,,,,,
SC0018645,,000018645,1.00,,,,,,,,,,,,,,
SC0018646,,000018646,1.00,,,,,,,,,,,,,,
SC0018648,,000018648,1.00,,,,,,,,,,,,,,
SC0018649,,000018649,1.00,,,,,,,,,,,,,,
SC0018650,,000018650,1.00,,,,,,,,,,,,,,
SC0018651,,000018651,1.00,,,,,,,,,,,,,,
SC0018661,,000018661,1.00,,,,,,,,,,,,,,
SC0018663,,000018663,0.40,,,,,,,,,,,,,,
SC0018671,,000018671,1.00,,,,,,,,,,,,,,
SC0018672,,000018672,1.00,,,,,,,,,,,,,,
SC0018673,,000018673,1.00,,,,,,,,,,,,,,
SC0018675,,000018675,1.00,,,,,,,,,,,,,,
SC0018676,,000018676,1.00,,,,,,,,,,,,,,
SC0018681,,000018681,1.00,,,,,,,,,,,,,,
SC0018684,,000018684,1.00,,,,,,,,,,,,,,
SC0018685,,000018685,1.00,,,,,,,,,,,,,,
SC0018941,,000018941,1.00,,,,,,,,,,,,,,
SC0019034,,000019034,1.00,,,,,,,,,,,,,,
SC0019089,,000019089,1.00,,,,,,,,,,,,,,
SC0019091,,000019091,1.00,,,,,,,,,,,,,,
SC0019204,,000019204,1.00,,,,,,,,,,,,,,
SC0019280,,000019280,1.00,,,,,,,,,,,,,,
SC0019281,,000019281,1.00,,,,,,,,,,,,,,
SC0019351,,000019351,1.00,,,,,,,,,,,,,,
SC0019366,,000019366,1.00,,,,,,,,,,,,,,
SC0019367,,000019367,1.00,,,,,,,,,,,,,,
SC0019368,,000019368,1.00,,,,,,,,,,,,,,
SC0019369,,000019369,1.00,,,,,,,,,,,,,,
SC0019490,,000019490,1.00,,,,,,,,,,,,,,
SC0019491,,000019491,1.00,,,,,,,,,,,,,,
SC0019519,,000019519,1.00,,,,,,,,,,,,,,
SC0019524,,000019524,1.00,,,,,,,,,,,,,,
SC0019528,,000019528,1.00,,,,,,,,,,,,,,
SC0019570,,000019570,1.00,,,,,,,,,,,,,,
SC0019571,,000019571,1.00,,,,,,,,,,,,,,
SC0019576,,000019576,1.00,,,,,,,,,,,,,,
SC0019618,,000019618,1.00,,,,,,,,,,,,,,
SC0019624,,000019624,1.00,,,,,,,,,,,,,,
SC0019626,,000019626,1.00,,,,,,,,,,,,,,
SC0019638,,000019638,1.00,,,,,,,,,,,,,,
SC0019649,,000019649,1.00,,,,,,,,,,,,,,
SC0019669,,000019669,1.00,,,,,,,,,,,,,,
SC0019673,,000019673,1.00,,,,,,,,,,,,,,
SC0019674,,000019674,1.00,,,,,,,,,,,,,,
SC0019699,,000019699,1.00,,,,,,,,,,,,,,
SC0019702,,000019702,1.00,,,,,,,,,,,,,,
SC0019730,,000019730,1.00,,,,,,,,,,,,,,
SC0019769,,000019769,1.00,,,,,,,,,,,,,,
SC0019770,,000019770,1.00,,,,,,,,,,,,,,
SC0019771,,000019771,1.00,,,,,,,,,,,,,,
SC0019782,,000019782,1.00,,,,,,,,,,,,,,
SC0019783,,000019783,1.00,,,,,,,,,,,,,,
SC0019799,,000019799,1.00,,,,,,,,,,,,,,
SC0019820,,000019820,1.00,,,,,,,,,,,,,,
SC0019824,,000019824,1.00,,,,,,,,,,,,,,
SC0019825,,000019825,1.00,,,,,,,,,,,,,,
SC0019910,,000019910,1.00,,,,,,,,,,,,,,
SC0019926,,000019926,1.00,,,,,,,,,,,,,,
SC0019944,,000019944,1.00,,,,,,,,,,,,,,
SC0019950,,000019950,1.00,,,,,,,,,,,,,,
SC0019951,,000019951,1.00,,,,,,,,,,,,,,
SC0019952,,000019952,1.00,,,,,,,,,,,,,,
SC0019953,,000019953,1.00,,,,,,,,,,,,,,
SC0019954,,000019954,1.00,,,,,,,,,,,,,,
SC0020020,,000020020,1.00,,,,,,,,,,,,,,
SC0020143,,000020143,1.00,,,,,,,,,,,,,,
SC0020148,,000020148,1.00,,,,,,,,,,,,,,
SC0020279,,000020279,1.00,,,,,,,,,,,,,,
SC0020281,,000020281,1.00,,,,,,,,,,,,,,
SC0020282,,000020282,0.00,,,,,,,,,,,,,,
SC0020284,,000020284,1.00,,,,,,,,,,,,,,
SC0020285,,000020285,1.00,,,,,,,,,,,,,,
SC0020296,,000020296,1.00,,,,,,,,,,,,,,
SC0020428,,000020428,1.00,,,,,,,,,,,,,,
SC0020634,,000020634,1.00,,,,,,,,,,,,,,
SC0020665,,000020665,1.00,,,,,,,,,,,,,,
SC0020674,,000020674,1.00,,,,,,,,,,,,,,
SC0020712,,000020712,1.00,,,,,,,,,,,,,,
SC0020782,,000020782,1.00,,,,,,,,,,,,,,
SC0020783,,000020783,1.00,,,,,,,,,,,,,,
SC0020784,,000020784,1.00,,,,,,,,,,,,,,
SC0020785,,000020785,0.00,,,,,,,,,,,,,,
SC0020794,,000020794,1.00,,,,,,,,,,,,,,
SC0020843,,000020843,1.00,,,,,,,,,,,,,,
SC0020851,,000020851,1.00,,,,,,,,,,,,,,
SC0020852,,000020852,1.00,,,,,,,,,,,,,,
SC0021073,,000020852,1.00,,,,,,,,,,,,,,
SC0021073,,000023491,1.00,,,,,,,,,,,,,,
SC0021073,,000023702,2.00,,,,,,,,,,,,,,
SC0021074,,000021074,1.00,,,,,,,,,,,,,,
SC0021075,,000021075,1.00,,,,,,,,,,,,,,
SC0021077,,000021077,1.00,,,,,,,,,,,,,,
SC0021089,,000021089,1.00,,,,,,,,,,,,,,
SC0021144,,000021144,1.00,,,,,,,,,,,,,,
SC0021200,,000021200,1.00,,,,,,,,,,,,,,
SC0021211,,000021211,1.00,,,,,,,,,,,,,,
SC0021223,,000021223,1.00,,,,,,,,,,,,,,
SC0021228,,000021228,1.00,,,,,,,,,,,,,,
SC0021268,,000021268,1.00,,,,,,,,,,,,,,
SC0021281,,000021281,0.00,,,,,,,,,,,,,,
SC0021310,,000021310,1.00,,,,,,,,,,,,,,
SC0021311,,000021311,1.00,,,,,,,,,,,,,,
SC0021312,,000021312,1.00,,,,,,,,,,,,,,
SC0021319,,000021319,1.00,,,,,,,,,,,,,,
SC0021497,,000021497,1.00,,,,,,,,,,,,,,
SC0021511,,000021511,1.00,,,,,,,,,,,,,,
SC0021562,,000021562,1.00,,,,,,,,,,,,,,
SC0021634,,000021634,1.00,,,,,,,,,,,,,,
SC0021639,,000021639,1.00,,,,,,,,,,,,,,
SC0021702,,000021702,1.00,,,,,,,,,,,,,,
SC0021703,,000021703,1.00,,,,,,,,,,,,,,
SC0021716,,000021716,3.00,,,,,,,,,,,,,,
SC0021720,,000021720,1.00,,,,,,,,,,,,,,
SC0021729,,000021729,1.00,,,,,,,,,,,,,,
SC0021730,,000021730,1.00,,,,,,,,,,,,,,
SC0021775,,000021775,1.00,,,,,,,,,,,,,,
SC0021776,,000021776,1.00,,,,,,,,,,,,,,
SC0021777,,000021777,1.00,,,,,,,,,,,,,,
SC0021831,,000021831,1.00,,,,,,,,,,,,,,
SC0021961,,000021961,1.00,,,,,,,,,,,,,,
SC0021962,,000021962,1.00,,,,,,,,,,,,,,
SC0022095,,000022095,1.00,,,,,,,,,,,,,,
SC0022096,,000022096,1.00,,,,,,,,,,,,,,
SC0022097,,000022097,1.00,,,,,,,,,,,,,,
SC0022098,,000022098,1.00,,,,,,,,,,,,,,
SC0022099,,000022099,1.00,,,,,,,,,,,,,,
SC0022100,,000022100,1.00,,,,,,,,,,,,,,
SC0022110,,000022110,1.00,,,,,,,,,,,,,,
SC0022152,,000022152,1.00,,,,,,,,,,,,,,
SC0022225,,000022225,1.00,,,,,,,,,,,,,,
SC0022277,,000022277,1.00,,,,,,,,,,,,,,
SC0022308,,000022308,1.00,,,,,,,,,,,,,,
SC0022309,,000022309,1.00,,,,,,,,,,,,,,
SC0022310,,000022310,1.00,,,,,,,,,,,,,,
SC0022370,,000022370,1.00,,,,,,,,,,,,,,
SC0022390,,000022390,1.00,,,,,,,,,,,,,,
SC0022391,,000022391,1.00,,,,,,,,,,,,,,
SC0022392,,000022392,1.00,,,,,,,,,,,,,,
SC0022399,,000022399,1.00,,,,,,,,,,,,,,
SC0022400,,000022400,1.00,,,,,,,,,,,,,,
SC0022401,,000022401,1.00,,,,,,,,,,,,,,
SC0022402,,000022402,1.00,,,,,,,,,,,,,,
SC0022403,,000022403,1.00,,,,,,,,,,,,,,
SC0022404,,000022404,1.00,,,,,,,,,,,,,,
SC0022405,,000022405,1.00,,,,,,,,,,,,,,
SC0022406,,000022406,1.00,,,,,,,,,,,,,,
SC0022409,,000022409,1.00,,,,,,,,,,,,,,
SC0022424,,000022424,1.00,,,,,,,,,,,,,,
SC0022425,,000022425,1.00,,,,,,,,,,,,,,
SC0022447,,000022447,1.00,,,,,,,,,,,,,,
SC0022481,,000022481,1.00,,,,,,,,,,,,,,
SC0022482,,000022482,1.00,,,,,,,,,,,,,,
SC0022483,,000022483,1.00,,,,,,,,,,,,,,
SC0022518,,000022518,1.00,,,,,,,,,,,,,,
